Assay.ID,Gene,Target.Control,T1D_MZ4_25d,T1D_DS3_31d,T1D_DS7_38d,T1D_DS8_31d,T1D_DS9_38d,T1D_MZ4_32d,T1D_DS3_38d,T1D_DS7_73d,T1D_DS8_70d,T1D_DS9_84d,T1D_MZ4_39d,T1D_DS3_52d,T1D_DS7_98d,T1D_DS8_84d,T1D_DS9_91d
Mm01341415_m1,Cfp,Target,22.343,21.087,20.9761,20.846,20.286,20.225,21.8269,20.6148,20.9358,20.3779,19.87,20.8103,21.2899,21.2078,20.6352
Mm00445197_m1,Cftr,Target,NA,NA,NA,NA,27.0604,28.82,29.3953,NA,NA,19.7509,NA,NA,28.8535,NA,28.2787
Mm00657889_mH,Chi3l3,Target,25.818,24.624,25.5926,25.6897,18.6941,20.609,25.6449,23.7481,24.1352,20.5758,19.418,23.0914,24.5818,25.1179,19.8005
Mm01312230_m1,Chrna7,Target,NA,29.0599,NA,NA,29.3753,29.364,NA,28.6357,30.363,NA,NA,NA,30.2173,28.0323,NA
Mm00517855_m1,Chst1,Target,24.589,24.1795,23.805,23.9657,23.6412,23.51,21.2061,22.0138,23.2921,23.6459,22.06,23.5049,23.1408,21.5124,22.8682
Mm00490018_g1,Chst2,Target,27.324,25.0608,25.8767,24.6987,23.8128,26.254,24.6243,24.8585,24.5272,25.7605,24.72,23.7726,26.1606,25.7704,25.3425
Mm00488783_s1,Chst4,Target,NA,34.4283,NA,NA,NA,NA,30.1238,NA,NA,NA,NA,NA,NA,NA,NA
Mm00459364_m1,Cklf,Target,22.828,20.7967,19.9251,20.1364,20.2973,21.246,22.4698,20.3223,20.4181,20.3454,20.44,20.4596,20.0316,20.446,20.3987
Mm00480200_m1,Clcf1,Target,29.918,24.8322,25.6084,24.3967,25.147,25.159,26.4867,25.1761,24.4147,24.7762,24.068,25.359,24.0939,25.1753,24.4406
Mm01183349_m1,Clec7a,Target,20.571,18.8817,18.6954,18.462,17.6212,18.79,21.7867,18.6425,18.1876,18.5744,17.641,18.599,18.377,18.5559,18.4835
Mm00442773_m1,Clu,Target,23.509,22.5384,22.0511,22.086,20.9175,21.857,20.0134,20.1983,20.7519,21.6344,20.358,21.6554,20.8342,20.67,20.5611
Mm01700212_m1,Cmklr1,Target,22.733,20.8115,20.7566,20.6594,19.9777,20.667,20.8884,20.1771,20.3191,20.1684,20.096,20.2588,20.0979,20.1825,19.923
Mm00459052_m1,Cmtm2a,Target,26.935,26.7625,25.0353,25.372,24.717,26.53,30.1596,25.8161,25.8343,25.2916,25.245,25.7114,25.9016,24.9439,25.8097
Mm00459292_m1,Cmtm2b,Target,NA,NA,28.5045,29.7868,29.1203,NA,NA,NA,NA,30.1595,NA,NA,30.419,NA,NA
Mm00470315_m1,Cmtm3,Target,20.174,18.6726,17.9745,18.616,18.7022,18.662,20.5982,18.3548,18.4455,18.792,18.245,18.6782,18.584,18.8191,18.8985
Mm00463816_m1,Cmtm4,Target,23.241,21.2684,20.9432,21.2617,21.4246,21.832,23.1455,21.0592,20.9562,21.511,21.559,20.8278,21.0561,21.7264,21.8237
Mm00509113_m1,Cmtm5,Target,26.829,26.0656,26.195,26.9649,28.0019,25.284,23.4314,25.4987,26.3749,25.6933,26.036,26.1411,28.573,25.965,26.9074
Mm00509048_m1,Cmtm6,Target,22.559,20.4164,19.8258,19.7599,19.6813,20.65,20.7853,19.7141,19.8151,19.6613,19.773,19.9456,19.8489,19.91,19.7771
Mm00506011_m1,Cmtm7,Target,22.517,21.0826,NA,20.5987,20.5715,21.032,22.8333,20.3348,20.7447,20.8371,20.31,20.6951,20.6381,21.1854,21.0933
Mm00510311_m1,Cmtm8,Target,26.401,25.259,24.6436,24.6361,24.9226,25.025,23.8133,23.8041,24.7237,3.833,24,25.4611,24.4091,24.6302,24.757
Mm00516693_m1,Cntfr,Target,28.137,25.5597,26.7818,26.7977,25.7856,26.065,22.6513,23.9574,24.7692,26.8279,24.73,26.0396,26.3059,24.6343,25.5772
Mm00516697_m1,Cntfr,Target,29.137,27.0924,26.5965,26.1226,26.2667,26.579,23.8826,25.281,26.0116,26.3121,26.064,26.3135,26.8101,24.6689,26.5085
Mm00489702_m1,Cntnap1,Target,27.573,27.3144,26.0087,25.4681,26.5594,26.299,25.8304,25.2989,26.3941,27.0642,25.624,27.2637,26.7947,25.4968,25.5964
Mm00785297_s1,Cr1l,Target,20.744,19.4311,18.7735,18.8482,18.7144,19.542,19.8963,18.8162,19.0758,19.3162,18.559,18.742,18.8276,19.1327,19.339
Mm00801681_m1,Cr2,Target,NA,NA,NA,28.5591,27.0178,30.001,31.2967,28.0238,30.2212,27.1007,27.645,NA,30.3636,26.4728,26.7632
Mm01293920_s1,Crh,Target,NA,NA,NA,NA,30.286,NA,27.1835,29.911,NA,NA,NA,NA,NA,NA,29.3184
Mm00517026_m1,Crlf1,Target,27.645,24.9092,25.3121,24.4115,25.3602,24.726,26.192,23.1931,23.756,24.8386,26.135,24.5049,23.8034,23.8536,18.1577
Mm00432680_g1,Crp,Target,NA,NA,29.6993,NA,29.699,NA,30.9126,30.9589,NA,NA,29.351,NA,NA,NA,31.0121
Mm00432686_m1,Csf1,Target,21.432,19.7446,19.7844,19.4176,19.1424,19.375,21.155,19.1747,19.4977,19.6153,18.815,19.6168,19.0449,20.0085,19.3068
Mm00438328_m1,Csf2,Target,28.548,26.3236,26.971,25.7832,24.7832,27.222,28.8566,24.9303,25.7691,25.0861,25.733,25.8315,25.2327,27.3986,25.5516
Mm01290062_m1,Csf2,Target,27.605,26.7839,25.9464,25.8863,25.8029,26.109,28.3897,25.6235,25.7951,26.3562,26.151,25.4405,26.0388,26.6681,26.5133
Mm00438331_g1,Csf2ra,Target,21.499,18.9339,18.9334,18.5467,18.2295,20.621,21.8169,18.6069,18.4482,18.4939,17.914,18.7207,18.6161,18.7423,18.7565
Mm00655745_m1,Csf2rb,Target,20.368,18.5745,17.7899,17.8196,17.6244,18.337,21.3508,18.1401,17.9636,17.4853,17.702,18.2666,17.8332,17.7413,17.8746
Mm00438334_m1,Csf3,Target,NA,30.2622,NA,NA,NA,29.815,29.2794,29.8913,NA,29.9355,29.158,NA,27.9657,NA,NA
Mm00438335_g1,Csf3,Target,NA,NA,30.5146,NA,NA,30.184,29.4913,NA,30.5084,NA,29.418,29.9486,NA,NA,NA
Mm00432772_m1,Ctf1,Target,29.775,26.8381,26.4388,27.5318,26.4426,27.389,23.5897,24.6647,25.0812,26.6303,30.306,25.6922,25.767,24.6756,25.3977
Mm00486849_m1,Ctla4,Target,NA,25.3722,26.7368,26.6385,22.9666,25.205,26.3075,26.4781,25.8513,24.0949,24.16,25.9698,25.7007,25.8484,23.78
Mm00436454_m1,Cx3cl1,Target,24.367,23.0153,22.5756,22.6479,22.3406,22.813,22.802,21.7041,22.7575,22.3498,22.411,22.832,22.7056,22.3117,22.0485
Mm02620111_s1,Cx3cr1,Target,24.864,22.4893,22.4704,22.3505,21.4013,22.944,24.5343,21.3257,21.6636,21.6716,21.678,22.2151,22.0389,22.6385,21.3433
Mm04207460_m1,Cxcl1,Target,25.765,24.4574,23.8399,23.2029,23.1737,22.721,24.5709,23.3497,23.4135,23.4159,21.949,23.3861,22.9841,23.6087,23.6845
Mm00433859_m1,Cxcl1,Target,25.597,24.7254,23.6849,23.4945,23.4349,22.613,24.8018,23.5194,23.4598,23.6167,21.787,23.3572,23.4104,24.0039,23.7401
Mm00445235_m1,Cxcl10,Target,24.823,22.6826,23.4607,22.8739,22.7655,22.066,23.9106,21.9879,22.9441,22.8223,20.624,23.2235,22.3964,22.6396,23.364
Mm00444662_m1,Cxcl11,Target,NA,29.468,NA,30.2194,NA,NA,28.2666,29.6994,28.2726,28.5956,27.446,28.3959,29.5406,29.5821,28.0595
Mm00445553_m1,Cxcl12,Target,19.242,17.3748,17.4076,17.5217,17.66,17.797,18.7077,17.1761,17.0318,16.8176,16.954,17.2396,17.1645,17.3075,17.3109
Mm00444699_m1,Cxcl14,Target,19.166,25.833,16.666,16.8068,NA,17.066,NA,16.1401,16.2961,16.5586,15.817,NA,16.4995,16.9255,16.7319
Mm00469712_m1,Cxcl16,Target,21.417,18.8304,18.6548,18.9428,18.0231,19.607,21.5454,18.8348,18.4968,17.9898,18.427,18.673,18.3911,18.5416,17.7593
Mm00463791_m1,Cxcl17,Target,NA,NA,NA,NA,NA,NA,26.7672,25.8096,NA,NA,29.302,NA,NA,30.9418,30.8186
Mm00436450_m1,Cxcl2,Target,24.156,22.4928,22.1511,22.2342,21.1458,21.766,22.8853,22.1362,21.202,21.5854,20.599,21.6662,21.695,22.517,22.2392
Mm01701838_m1,Cxcl3,Target,25.023,22.8351,22.0938,22.53,21.1163,22.004,23.0232,21.8104,21.816,21.8258,21.054,22.2265,21.6846,22.7949,21.7591
Mm00436451_g1,Cxcl5,Target,23.819,22.3065,21.9473,21.8348,20.5025,20.474,23.6953,21.6449,21.2247,21.2985,19.618,21.3847,21.7168,21.825,21.9951
Mm00434946_m1,Cxcl9,Target,24.366,21.3944,23.3929,23.1727,21.5853,21.761,22.7964,21.6108,21.5135,22.4408,20.546,22.8703,21.7648,21.2905,22.2174
Mm00438259_m1,Cxcr3,Target,25.684,23.9823,24.0017,23.9256,23.4489,24.287,25.8437,23.4509,23.5925,23.7817,22.668,24.2653,23.558,23.5938,23.8872
Mm99999054_s1,Cxcr3,Target,25.226,23.8385,23.08,23.197,22.7546,23.811,25.109,23.4168,23.3383,23.375,22.748,23.2898,23.4417,23.0709,23.125
Mm01292123_m1,Cxcr4,Target,20.945,19.8311,19.3725,19.5895,19.2117,19.223,22.4215,19.417,19.6282,19.3913,18.117,19.6889,18.838,19.2643,19.2953
Mm02620517_s1,Cxcr6,Target,25.219,24.2312,23.5646,23.4587,23.8258,23.736,24.0963,23.0651,23.208,23.2315,22.75,23.7259,23.5935,23.0648,23.1874
Mm02619632_s1,Cxcr7,Target,29.619,26.7737,26.1624,26.5316,27.0901,25.668,25.347,24.82,26.1684,25.9388,25.493,25.8311,25.1943,25.997,27.0383
Mm01287743_m1,Cybb,Target,18.703,16.7248,16.7642,16.6493,16.0208,16.519,19.7987,16.6351,16.5641,16.2433,15.916,16.6921,16.2041,16.6895,16.1168
Mm00558507_m1,Cyp26b1,Target,26.615,24.9743,24.4061,24.3066,25.3838,24.606,24.5935,24.8322,24.357,24.8712,24.294,24.0599,23.7546,24.1546,24.6464
Mm04207950_g1,Darc,Target,24.79,24.0661,23.7919,23.9574,24.0119,23.039,21.7338,22.4674,23.1447,24.1856,22.773,23.4143,22.778,23.2824,23.6512
Mm00554529_m1,Ddx58,Target,22.616,21.451,20.9967,20.9306,20.7736,20.915,21.3494,20.7836,20.8882,21.2277,20.273,21.0729,20.9441,21.0834,23.4946
Mm00552449_m1,Dnajc8,Target,20.564,19.1423,18.932,18.9771,18.7847,19.279,19.8038,18.7876,18.7037,19.0138,18.783,18.7795,18.8388,18.8385,19.0499
Mm00469294_m1,Ebi3,Target,25.124,22.7847,22.1992,22.9186,22.4017,22.79,24.4997,21.5797,22.5632,21.7321,22.314,22.7407,22.3862,22.558,22.5452
Mm00723601_m1,Eda2r,Target,25.59,23.9609,23.7816,23.488,23.8243,23.178,NA,22.5839,22.9301,24.0493,22.811,22.87,22.3395,23.5818,24.1227
Mm01187858_m1,Egfr,Target,22.411,21.7602,21.5933,21.5184,21.8748,20.67,21.8029,21.1039,21.3989,21.9744,20.109,21.2485,21.3201,21.6962,22.0527
Mm00433023_m1,Egfr,Target,24.136,20.6888,NA,19.9914,20.5,22.197,20.8043,19.4211,19.9113,20.2942,21.462,20.1774,20.1073,20.4843,20.9048
Mm00469310_m1,Ela2,Target,NA,NA,NA,31.0021,28.8775,29.599,28.444,30.9113,29.586,29.5414,28.064,27.4987,29.3623,27.9556,31.212
Mm00514706_m1,Ephx2,Target,25.304,23.7655,23.3658,23.5126,23.8171,23.706,20.7854,21.7575,22.5988,23.0869,21.985,23.2218,21.771,20.7991,23.545
Mm00433126_m1,Epo,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00472842_m1,Erap1,Target,22.112,20.4634,20.5395,20.6223,20.1774,20.097,21.6319,20.1298,20.3933,20.8204,19.765,20.5258,20.3575,20.4017,20.6814
Mm00658541_m1,Erbb2,Target,27.671,25.6125,25.3517,25.6369,25.2533,25.43,24.2703,24.3663,25.1413,25.0999,24.799,25.0798,25.195,24.8409,25.4345
Mm00514794_m1,Ereg,Target,30.361,26.8688,25.2481,25.7427,25.7075,25.277,30.6826,26.392,26.577,25.7982,25.902,26.5894,25.5363,26.2734,25.3423
Mm00554113_m1,F11r,Target,23.847,22.6819,22.0973,22.2086,21.61,22.355,21.1707,21.3026,21.6537,21.318,20.59,21.9097,21.6094,21.6121,21.3683
Mm00438843_m1,F2,Target,NA,NA,NA,NA,28.9837,NA,29.08,NA,29.2779,NA,29.41,30.8939,29.3687,31.0514,30.5534
Mm00438851_m1,F2r,Target,22.774,20.5084,19.7827,19.388,20.5746,20.837,22.7084,20.2237,20.126,20.3236,19.963,20.146,19.775,19.7823,20.4698
Mm00433160_m1,F2rl1,Target,24.379,22.644,22.6764,22.3779,22.2065,21.796,23.8206,22.2895,22.1802,21.8468,21.75,21.8115,21.1898,21.8414,22.3915
Mm00438853_m1,F3,Target,21.595,20.3687,19.7507,20.3586,21.0104,19.992,20.7937,20.1021,19.7771,20.377,20.029,20.0093,19.9014,19.8526,20.3953
Mm00445878_m1,Fabp4,Target,17.215,16.8142,16.0551,16.5707,15.9311,16.609,13.0236,14.7855,15.0744,16.5016,14.03,15.3818,14.7428,13.4791,15.8113
Mm01295675_g1,Fabp4,Target,17.83,17.6495,16.4743,16.7502,NA,17.471,13.718,14.9196,15.5623,16.7552,14.669,15.9922,15.3287,13.7004,NA
Mm00508056_m1,Fam3b,Target,NA,NA,NA,NA,NA,NA,27.2296,NA,NA,NA,NA,NA,NA,NA,NA
Mm00506835_m1,Fam3c,Target,21.486,19.7574,19.4672,19.6471,19.5908,19.966,20.4187,19.3722,19.6345,19.5393,19.296,19.6987,19.4749,19.776,19.6102
Mm00433237_m1,Fas,Target,NA,22.8421,22.5945,22.8906,22.4488,22.118,22.8117,22.3461,22.4704,22.1658,21.701,22.4751,22.6837,22.489,22.5962
Mm00438864_m1,Fasl,Target,27.237,26.1249,26.0693,25.0421,24.7659,25.288,29.7244,25.0905,24.8428,24.6909,24.053,25.5038,25.3835,25.3345,24.746
Mm00438867_m1,Fcer1a,Target,29.93,30.3739,28.9117,27.922,28.9594,27.175,25.5396,25.4328,26.558,27.1615,26.738,26.8139,25.7535,25.3829,27.4815
Mm02343757_m1,Fcer1g,Target,17.553,15.8269,15.635,15.7448,15.7664,15.803,18.9855,15.9529,15.6941,15.8224,15.343,15.6989,15.8349,15.6873,15.9223
Mm00438875_m1,Fcgr2b,Target,20.864,19.4811,19.3114,19.3403,18.2196,19.014,21.5848,19.7423,19.7718,18.3571,18.829,19.817,19.3738,19.7069,18.1494
Mm00433275_m1,Fgf10,Target,25.991,25.1965,24.7728,25.4567,25.2124,25.516,23.33,23.6051,23.8534,24.7572,23.117,24.6911,23.4828,22.6971,24.5572
Mm00679875_m1,Fgf11,Target,26.991,25.2716,24.5738,24.486,24.6674,24.771,24.96,24.435,24.9949,24.514,24.944,25.0528,24.428,25.0949,24.7044
Mm00802587_m1,Fgf12,Target,NA,27.7736,29.1591,31.024,30.7546,NA,28.8054,26.7885,29.8333,28.8786,27.029,30.4434,31.0306,29.4847,29.8683
Mm00433286_m1,Fgf18,Target,22.738,22.0014,21.3483,20.8772,21.3293,20.816,22.311,20.7951,21.2497,21.4426,21.246,21.0751,20.629,21.3017,21.3003
Mm00433287_m1,Fgf2,Target,24.031,23.7262,23.0029,22.7519,22.9731,23.205,21.1363,21.7136,22.6285,22.4575,22.43,22.7683,21.7697,22.1311,22.7535
Mm00748347_m1,Fgf20,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00445621_m1,Fgf23,Target,NA,29.0225,28.081,28.8652,28.8673,NA,28.5547,29.7331,28.2857,NA,26.78,NA,26.6913,27.8779,26.9625
Mm01131929_m1,Figf,Target,23.374,22.7282,21.7182,22.2627,23.1622,21.825,22.7283,21.9021,22.4953,22.4649,21.784,22.0747,21.4289,21.7579,23.3906
Mm00442801_m1,Flt3l,Target,26.758,24.8059,24.5328,24.6868,24.4623,25.309,25.1031,23.8633,24.0776,24.7449,24.038,24.5546,24.4966,24.3676,24.3671
Mm01256744_m1,Fn1,Target,16.915,15.6201,15.5882,15.0473,14.9337,14.774,16.397,14.8685,15.225,14.8853,14.872,15.2075,15.0103,15.5127,14.6704
Mm00487425_m1,Fos,Target,21.437,19.7517,19.7105,19.133,19.3905,18.938,20.8928,19.3162,19.5171,19.9543,17.845,19.8002,19.0807,19.8805,19.4523
Mm00487426_g1,Fos,Target,22.24,20.3794,19.9555,19.7923,19.9719,19.458,21.5184,19.7451,19.7875,20.2247,18.272,20.2092,19.7057,20.5198,19.9529
Mm00475162_m1,Foxp3,Target,33.407,26.5387,26.3634,26.8062,22.6476,25.846,27.8521,25.8708,25.0923,23.5456,25.226,25.7309,25.5679,25.8812,23.4911
Mm00442803_s1,Fpr1,Target,24.816,23.9274,23.8559,24.4673,24.145,23.562,24.1443,24.4784,24.776,25.2556,23.366,24.6399,24.574,25.0619,24.6808
Mm01962454_s1,Fpr3,Target,28.899,28.8772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00439056_m1,Gal,Target,26.807,26.766,26.334,25.4803,25.7358,25.952,27.9816,25.0891,25.3638,26.7891,22.951,25.116,25.3139,25.781,26.4429
Mm01159973_m1,Gdf11,Target,26.683,24.7569,24.2693,23.6088,24.2003,24.317,24.5762,23.6883,23.9805,24.7525,23.876,24.2822,24.0936,24.4754,25.0327
Mm00442228_m1,Gdf15,Target,24.581,21.7563,21.1766,21.798,22.0056,23.698,25.4473,21.8281,21.7835,22.2711,23.298,22.016,21.1924,21.5728,21.7731
Mm00807340_m1,Gdf2,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00433563_m1,Gdf3,Target,23.823,21.9008,22.1882,22.7642,21.5574,21.854,25.4865,21.4839,21.5849,21.3533,20.802,21.5811,21.2231,21.7822,21.4368
Mm00433564_m1,Gdf5,Target,NA,30.0373,29.1748,30.4694,30.6864,28.695,27.8748,29.3045,30.4093,30.6356,29.159,30.4646,30.5389,25.8557,29.7776
Mm01222341_m1,Gdf6,Target,30.842,29.095,25.921,27.3902,26.5277,29.65,28.4218,26.3018,25.9425,27.3491,27.475,25.5037,26.4491,25.7765,25.5636
Mm00433565_m1,Gdf9,Target,NA,28.9387,28.6509,NA,27.8296,28.794,NA,39.935,NA,28.9235,NA,29.9942,28.6264,28.8433,NA
Mm00433590_g1,Gh,Target,NA,29.6454,NA,30.1115,29.8898,29.761,NA,29.8484,29.9577,NA,27.974,29.9422,29.647,28.5881,30.5227
Mm00445450_m1,Ghrl,Target,NA,28.2773,29.5934,30.5633,31.2825,31.205,30.484,29.9894,29.9896,30.461,29.681,29.9418,28.5616,31.433,28.2744
Mm00616415_m1,Ghsr,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00504709_m1,Glmn,Target,24.757,22.759,22.664,22.4573,22.8431,22.779,22.8318,22.1636,22.4283,22.6336,22.072,22.6606,22.156,22.4302,22.8673
Mm02619401_s1,Gpr17,Target,27.569,24.6606,24.1546,24.2635,25.1324,24.839,24.2229,24.6636,24.3175,24.3438,24.058,24.7357,24.0962,23.79,24.6001
Mm00558545_s1,Gpr68,Target,23.757,21.709,21.4645,21.2418,21.2199,21.762,25.05,20.7814,21.0337,21.1734,20.563,20.7708,20.7595,21.3953,21.3278
Mm00656767_g1,Gpx1,Target,17.204,15.4419,14.7754,14.8215,15.0857,15.607,17.7999,15.2323,15.133,15.1174,14.77,15.0164,14.8092,15.1269,15.31
Mm00515041_m1,Gpx4,Target,22.358,20.4879,19.9422,19.8956,19.7353,20.82,20.5522,19.7052,19.8852,19.9879,19.832,19.8275,19.6762,19.8881,20.0866
Mm00488615_s1,Grem1,Target,27.814,24.4126,23.2316,23.5021,25.2595,25.257,26.9994,22.719,24.3746,23.6148,27.216,25.6918,21.7964,21.9151,23.7504
Mm00501909_m1,Grem2,Target,24.796,23.2875,23.3393,22.8868,22.6866,22.53,24.1815,23.3969,23.1559,22.4188,22.514,22.8191,22.4884,23.0956,22.6707
Mm00433848_m1,Grn,Target,18.552,16.2495,15.5701,15.5617,15.7464,16.333,18.5266,15.6689,15.7882,15.7892,15.409,15.9037,15.5467,15.814,15.8185
Mm00444911_m1,Gsk3b,Target,22.312,20.9056,20.5427,20.372,20.3647,20.573,21.4909,20.3869,20.5695,20.4384,20.128,20.5386,20.2312,20.579,20.2623
Mm01197698_m1,Gusb,Target,18.328,16.79,16.172,16.2283,16.5505,17.414,20.0021,16.4897,NA,16.834,16.502,16.4702,16.2652,16.6885,16.8592
Mm03003537_s1,Gusb,Target,18.801,16.8514,16.4159,16.754,16.7321,17.005,20.5288,16.9033,16.858,17.41,15.772,16.7381,16.7384,17.1409,17.3667
Mm01275264_g1,H2-Q10,Target,NA,29.2353,28.3682,28.1415,28.5781,27.167,28.1073,NA,28.032,NA,27.072,NA,27.8618,28.1212,28.0138
Mm00502826_m1,H47,Target,22.813,20.2623,19.6887,19.6658,19.6416,20.347,20.7875,19.6135,19.7255,19.7838,19.756,19.6441,19.6643,19.8283,19.8249
Mm00454540_m1,Havcr2,Target,21.776,20.0666,19.7624,19.778,19.7464,20.412,24.2738,20.2178,20.2901,19.7616,19.916,20.2843,19.7619,19.9268,19.4442
Mm00439275_m1,Hc,Target,28.199,25.4169,25.2949,NA,25.9106,25.481,25.8363,24.8495,24.0237,23.6148,23.821,24.5066,24.7813,24.1769,24.8114
Mm01299543_m1,Hdac4,Target,25.068,23.0307,23.7078,22.1065,22.5672,22.773,23.3917,22.4246,22.6634,22.8313,21.862,22.8565,22.3758,22.8151,22.1842
Mm01299565_m1,Hdac4,Target,25.274,22.3924,22.4202,21.7257,21.4692,23.285,22.3499,21.6398,21.6631,21.6069,22.829,21.8318,21.7885,21.7506,21.7192
Mm01299557_m1,Hdac4,Target,24.046,22.7673,22.8382,22.5373,22.7551,21.96,23.3407,22.6184,22.3402,22.7169,21.384,22.4229,22.6246,22.2335,22.246
Mm00515941_g1,Hdac5,Target,24.391,23.7819,22.4182,22.5685,22.8288,22.372,23.6291,21.7777,22.5526,22.4942,21.621,22.9161,21.7305,22.7984,22.6307
Mm01246076_m1,Hdac5,Target,25.178,21.2119,20.8012,20.8218,20.9406,23.213,21.5222,20.5066,20.7131,20.7137,22.505,20.6466,20.5227,20.8312,20.6133
Mm00515917_m1,Hdac5,Target,23.055,22.3587,21.3864,21.4962,21.7048,21.114,22.7517,20.9854,21.651,21.1094,20.221,21.8325,20.9979,21.2803,21.6473
Mm00469527_m1,Hdac7,Target,23.332,22.1977,21.5611,21.3877,21.8518,21.457,22.2673,21.3847,21.6361,21.702,21.057,21.624,21.6745,21.632,21.7573
Mm00469520_m1,Hdac7,Target,24.394,21.6052,20.8246,21.4134,21.6359,22.097,21.36,20.6303,20.7732,21.1159,21.556,21.031,20.6684,20.9306,21.2009
Mm01293999_m1,Hdac9,Target,24.291,23.8565,23.2096,23.2369,24.3585,22.951,23.83,22.783,23.3229,23.2559,22.63,23.6808,23.4069,23.5092,23.6096
Mm01135182_m1,Hgf,Target,23.57,22.221,21.7486,21.8673,22.0657,22.213,23.7632,21.83,21.7239,21.7315,21.447,21.8385,21.5187,21.5852,22.1102
Mm01135193_m1,Hgf,Target,23.785,22.5624,22.3294,22.3407,22.6312,21.998,24.3371,22.7712,22.3272,22.2802,19.366,22.76,22.4615,22.552,22.4302
Mm01135183_m1,Hgf,Target,24.019,22.0531,21.6469,21.7384,21.881,22.875,23.4677,21.5024,21.5244,21.7862,21.702,21.916,21.2719,21.6862,21.7834
Mm01283760_m1,Hif1a,Target,21.408,19.7413,17.3208,19.3093,18.9337,19.075,20.9823,18.8502,19.7232,19.6001,18.735,19.6191,19.0213,19.8191,18.7877
Mm00849805_gH,Hmgb1,Target,23.163,21.4056,20.8118,20.6121,20.8181,21.247,20.7811,19.5889,20.1976,20.8409,20.546,20.6952,20.5374,20.6275,20.6829
Mm00516005_m1,Hmox1,Target,19.257,18.3245,17.7689,17.8346,18.2328,17.834,20.7985,18.7276,18.3194,17.6338,18.359,18.3752,17.8066,18.3701,17.8151
Mm01318747_g1,Hprt1,Target,21.166,19.2349,18.6105,18.5947,18.7919,19.599,20.1099,18.7614,18.5378,18.6761,18.831,18.7045,18.4784,18.5818,18.6408
Mm01318743_m1,Hprt1,Target,21.086,19.2082,19.0693,18.7705,18.8966,19.638,20.4559,19.1147,18.9096,19.1701,18.884,18.9353,18.9214,19.1241,19.3113
Mm01324427_m1,Hprt1,Target,21.742,20.1968,19.6343,19.576,19.893,20.302,21.3721,19.7432,19.7381,19.8027,19.6,19.8623,19.5527,19.715,19.7903
Mm00461768_m1,Hpse,Target,21.342,19.8288,19.7238,19.9409,19.6297,20.225,22.3531,20.7854,20.0564,19.5413,19.288,20.08,19.7989,19.1788,19.7814
Mm00627039_m1,Hrh1,Target,25.825,NA,NA,28.9576,29.5443,25.14,29.9242,27.0105,NA,28.3309,24.227,29.6239,29.4455,NA,NA
Mm00434002_s1,Hrh1,Target,NA,26.7474,24.811,25.4097,25.502,NA,24.9941,24.5789,25.6952,24.9335,NA,25.7641,25.7594,25.5192,25.5206
Mm00833431_g1,Hsp90ab1,Target,19.899,17.8485,17.4991,17.4058,16.7695,17.633,18.0711,17.2001,17.5259,17.5319,16.99,17.4284,17.1702,17.5554,17.0011
Mm00849835_g1,Hspd1,Target,23.724,22.61,21.097,20.8107,21.0154,22.131,22.0059,20.6323,20.9336,21.1186,21.269,21.4259,20.8603,21.2863,20.7471
Mm00497600_m1,Icos,Target,NA,24.7372,25.8021,24.9805,22.8354,23.806,26.0384,25.2539,24.4468,22.8989,23.257,25.6298,24.248,24.4248,23.4077
Mm00497237_m1,Icosl,Target,25.649,24.1101,23.957,24.5126,23.7857,23.816,23.9477,23.8232,23.8062,23.8223,23.278,23.9196,23.8783,23.7567,23.8201
Mm00459183_m1,Ifih1,Target,22.36,21.1837,20.8039,20.7641,20.9701,20.769,21.4837,20.4521,20.7898,20.6575,19.996,21.2086,20.2286,20.3643,20.7828
Mm00616656_s1,Ifna12,Target,NA,30.3083,NA,NA,NA,NA,30.5937,NA,NA,NA,NA,NA,NA,NA,NA
Mm01703465_s1,Ifna14,Target,NA,29.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00833961_s1,Ifna2,Target,29.225,NA,NA,NA,NA,NA,28.5211,NA,28.8991,NA,NA,NA,NA,NA,NA
Mm00833969_s1,Ifna4,Target,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mm00439544_m1,Ifnar1,Target,21.817,19.8079,19.4773,19.2368,19.6379,19.701,21.4079,19.5766,19.6483,19.3382,19.035,19.5564,19.538,19.4804,19.5363
Mm00494916_m1,Ifnar2,Target,19.42,17.8051,17.9852,18.3963,17.6967,18.417,19.0842,18.288,18.2083,17.8694,17.705,17.9327,18.3471,18.0908,17.9818
Mm00439552_s1,Ifnb1,Target,NA,28.1386,NA,NA,NA,NA,28.6616,NA,NA,NA,NA,NA,NA,NA,29.9997
Mm00616542_s1,Ifne,Target,28.834,29.1693,NA,30.3494,NA,NA,30.2742,NA,NA,29.209,NA,NA,NA,NA,NA
