Assay.ID,Gene,Target.Control,T1D_MZ4_25d,T1D_DS3_31d,T1D_DS7_38d,T1D_DS8_31d,T1D_DS9_38d,T1D_MZ4_32d,T1D_DS3_38d,T1D_DS7_73d,T1D_DS8_70d,T1D_DS9_84d,T1D_MZ4_39d,T1D_DS3_52d,T1D_DS7_98d,T1D_DS8_84d,T1D_DS9_91d
Mm00473782_m1,Spred1,Target,20.271,18.4966,18.0596,18.0811,18.5924,18.404,20.1068,17.6548,18.2515,18.5311,18.158,18.2064,17.8248,18.769,18.8128
Mm00835803_g1,Spred2,Target,24.877,23.4695,23.1756,22.639,23.3109,22.642,23.739,22.5163,22.7839,22.8792,21.801,22.5108,22.4507,22.7727,22.8343
Mm00460390_m1,Stab1,Target,21.051,19.1623,18.5371,18.8235,18.8906,19.118,19.7845,19.0322,18.8731,18.6699,18.806,18.7659,18.8285,18.8893,19.0276
Mm00439531_m1,Stat1,Target,21.51,19.5215,20.0129,20.4013,19.5685,20.199,20.7645,19.7018,20.0789,19.7422,19.129,20.3162,19.7749,19.786,20.0321
Mm01219775_m1,Stat3,Target,21.83,20.0445,19.9082,20.0651,19.1539,19.831,20.5781,19.7517,20.087,19.7684,19.303,19.765,19.7658,20.0181,19.6745
Mm00448890_m1,Stat4,Target,26.33,23.8368,24.5396,23.5976,22.3979,22.801,24.9456,23.1424,23.1085,23.5189,22.803,23.7205,23.7226,23.9412,22.8248
Mm00839889_m1,Stat5b,Target,24.375,22.2692,21.6089,21.7688,21.3925,22.314,20.9816,20.8781,21.5524,21.5316,21.408,21.7239,21.5795,21.6697,21.627
Mm01160477_m1,Stat6,Target,21.725,19.9217,19.6,19.7272,19.6423,19.857,21.2822,19.5775,19.8251,19.5644,19.308,19.782,19.4699,19.754,19.703
Mm00436892_m1,Tacr1,Target,28.593,25.8604,24.9407,25.7841,24.8153,24.78,25.5757,24.0598,24.9747,25.2932,23.958,24.789,24.8498,26.1982,25.0921
Mm01178820_m1,Tgfb1,Target,20.516,18.9869,18.665,18.682,18.4695,19.11,21.2142,18.614,18.541,18.6535,17.887,18.6095,18.5009,18.8633,18.7966
Mm00436955_m1,Tgfb2,Target,23.829,22.731,22.4279,22.3651,22.9554,22.214,22.7694,22.1126,22.5793,23.5002,22.246,21.9242,21.8116,22.8354,23.3635
Mm00436964_m1,Tgfbr1,Target,21.924,19.5065,19.2998,19.3726,18.7794,19.71,21.6495,18.6857,19.3655,19.4046,18.686,18.8589,18.8441,19.4607,19.2565
Mm03024015_m1,Tgfbr1,Target,20.717,18.7739,18.0758,17.8722,18.2473,18.78,20.7928,17.5133,17.839,17.9158,17.74,18.0934,17.7383,18.2732,18.0564
Mm00436987_m1,Tgm2,Target,21.357,18.9295,18.7856,18.4629,18.1684,18.955,19.2598,18.03,18.7683,18.8495,18.11,18.5422,18.5103,18.7966,18.7209
Mm00437040_m1,Thpo,Target,29.989,27.6722,27.6016,28.6331,27.603,27.088,24.6636,25.5532,26.8566,29.3636,26.861,27.7578,26.3815,26.3841,27.1819
Mm00508510_m1,Timm50,Target,23.493,21.5768,21.1295,21.532,21.0523,21.681,21.2071,21.1395,21.4522,21.6092,20.765,21.2325,21.0123,21.5286,21.6434
Mm00446502_m1,Tirap,Target,24.767,22.7995,22.5837,22.3518,22.6054,22.405,22.6468,21.2748,22.5056,22.0152,21.989,22.2478,21.9677,22.5308,22.6085
Mm00446095_m1,Tlr1,Target,23.172,22.5944,21.8362,21.7718,21.7785,21.773,23.8108,21.7554,21.5874,22.0461,21.19,21.9123,22.2919,21.9431,22.7635
Mm01208874_m1,Tlr1,Target,24.744,24.0229,23.0749,24.2634,24.0251,23.617,25.9457,23.9023,23.2366,24.1312,22.684,23.9673,23.8039,23.836,24.5875
Mm00441868_s1,Tlr1;Tlr6,Target,22.271,20.262,19.5739,19.9597,19.8218,20.435,21.904,19.78,19.5648,19.753,19.314,19.9587,19.826,19.7036,19.8042
Mm01701924_s1,Tlr11,Target,27.959,27.7096,27.4374,27.4293,28.7277,27.236,28.5983,26.6447,26.3353,27.2543,26.54,28.4123,27.4633,27.3257,26.8167
Mm01180204_s1,Tlr12,Target,29.023,31.8466,NA,NA,29.1012,31.206,29.7071,28.0608,28.9434,28.9595,28.951,31.7658,30.7772,NA,31.8266
Mm01233819_m1,Tlr13,Target,20.408,18.1138,18.6087,18.5627,18.7631,18.755,21.8047,19.0909,18.6959,18.5042,18.312,18.6935,18.5635,18.7187,18.7817
Mm00442346_m1,Tlr2,Target,23.261,21.2695,21.4028,21.0346,20.7976,21.109,23.4719,20.7552,21.0483,20.9582,20.464,21.0212,20.7826,21.253,20.9084
Mm00628112_m1,Tlr3,Target,23.353,22.5112,21.7581,21.7829,5.8408,21.84,22.9708,21.6774,21.559,21.5099,21.089,22.1179,21.6101,21.778,21.4819
Mm00445273_m1,Tlr4,Target,21.796,19.5858,19.2454,19.428,19.3516,20.042,20.9736,18.9141,19.4486,19.0689,19.579,19.2638,18.9015,19.2018,18.8216
Mm00546288_s1,Tlr5,Target,24.286,22.9195,22.7532,22.9015,23.298,22.266,22.7867,22.7349,23.6685,22.6774,22.65,22.8348,22.4386,22.921,23.2086
Mm02529782_s1,Tlr6,Target,24.644,22.8049,22.4391,22.7609,22.7167,23.51,24.7475,22.584,22.5316,22.774,21.84,22.7562,22.6395,22.8255,22.5782
Mm00446590_m1,Tlr7,Target,21.631,20.5028,19.8616,19.9453,20.1982,19.935,22.1418,20.283,20.085,19.8049,19.601,19.8992,19.7905,19.8431,19.7424
Mm00446193_m1,Tlr9,Target,25.113,23.3339,22.3929,23.198,22.7036,23.098,24.5045,22.7125,22.7768,22.6703,21.974,23.0048,23.1636,22.6359,22.7654
Mm00495662_m1,Tnc,Target,20.386,19.2365,18.6852,18.6967,9.2962,17.786,18.1726,18.8183,19.3025,19.4071,18.782,18.7713,19.0413,20.0104,19.4431
Mm00443258_m1,Tnf,Target,24.169,NA,22.3627,22.0352,NA,22.506,NA,22.354,22.3251,22.3805,22.168,NA,22.2871,22.8334,22.4985
Mm00437121_m1,Tnfaip3,Target,23.114,21.4308,21.0038,20.9664,20.6358,21.172,23.6251,20.9881,21.1341,20.8096,20.231,20.8407,20.7544,21.2276,20.6312
Mm00493736_m1,Tnfaip6,Target,23.513,21.7687,21.7517,21.0235,20.9365,20.461,21.7978,21.5651,21.8333,21.789,20.812,21.2327,20.7139,22.3864,21.5284
Mm01205928_m1,Tnfrsf11b,Target,24.192,22.8008,22.5079,22.5185,21.744,21.961,25.1169,22.5418,23.2576,22.6424,22.88,22.8009,22.5745,23.2641,22.2775
Mm00619239_m1,Tnfrsf14,Target,23.726,21.2725,20.8676,21.3432,20.8149,21.64,22.5962,20.7764,20.9374,20.7424,20.658,21.0576,20.9508,21.1685,21.0662
Mm00437136_m1,Tnfrsf18,Target,29.147,25.1535,25.2861,25.4323,23.6086,25.406,26.7817,24.4059,24.3297,23.7702,23.893,24.831,25.4651,25.4015,23.5527
Mm00443506_m1,Tnfrsf19,Target,NA,NA,28.6177,NA,NA,28.778,NA,25.6349,25.9576,31.4438,27.409,NA,NA,NA,27.1137
Mm00441875_m1,Tnfrsf1a,Target,21.788,19.8049,19.6394,19.7157,19.3699,19.732,20.5194,19.2198,19.5074,19.4487,18.832,19.5943,19.2602,19.9101,19.3691
Mm01182929_m1,Tnfrsf1a,Target,21.003,19.2486,18.7993,18.9839,18.9295,19.286,20.1503,18.7376,19.1286,19.1324,18.724,18.8593,18.8275,19.2303,19.2442
Mm00441889_m1,Tnfrsf1b,Target,21.563,19.3185,18.5144,18.8005,18.5233,19.492,21.6161,18.8204,18.7948,18.6477,18.488,19.2278,18.8746,18.832,18.711
Mm01263821_m1,Tnfrsf25,Target,NA,NA,NA,29.7951,29.7385,29.596,NA,28.7958,28.9282,27.0839,28.115,NA,27.5207,27.4958,27.8675
Mm00442039_m1,Tnfrsf4,Target,26.774,23.7717,24.5482,24.7764,22.5585,23.429,25.6088,23.722,23.7204,22.7326,23.215,23.4591,23.8899,23.6791,22.8739
Mm00437140_m1,Tnfrsf8,Target,NA,34.9116,NA,NA,31.9015,34.946,37.7803,38.6208,38.0487,32.2329,32.61,NA,34.9145,32.9278,34.559
Mm00441899_m1,Tnfrsf9,Target,24.731,24.2835,24.4894,24.1444,22.7459,24.078,27.3271,23.4675,23.8086,22.236,22.803,23.7456,23.5294,24.3091,22.5384
Mm01283606_m1,Tnfsf10,Target,25.781,23.805,23.7482,23.9179,23.0697,23.667,22.7384,22.1096,23.1351,23.2771,22.707,23.4759,23.2445,22.899,23.4034
Mm00441906_m1,Tnfsf11,Target,24.644,22.2218,22.9511,22.2617,22.2806,21.941,26.8186,20.9357,22.7143,23.5602,21.268,22.4486,22.3927,23.2963,23.7651
Mm00839900_m1,Tnfsf12;Tnfsf12-tnfsf13,Target,21.117,18.7349,18.3705,18.2061,18.5107,19.286,21.0768,18.739,18.3265,18.7137,18.587,18.5614,18.6315,18.6689,18.6885
Mm00840215_g1,Tnfsf13;Tnfsf12-tnfsf13,Target,22.382,20.5423,19.9738,19.4508,19.8337,20.896,23.0821,20.363,19.7958,19.9395,19.421,20.1602,19.823,20.2957,19.8303
Mm00446347_m1,Tnfsf13b,Target,23.825,22.8137,22.3395,22.5442,22.6318,23.19,23.2303,22.1836,21.8355,21.5688,21.914,22.4209,21.907,22.3295,21.7581
Mm00444567_m1,Tnfsf14,Target,29.953,28.0764,27.8581,25.9068,26.2069,26.939,28.5436,26.2471,26.8562,26.4043,25.427,26.9869,26.2842,27.4675,26.5175
Mm00770031_m1,Tnfsf15,Target,NA,29.9631,27.9342,28.4192,27.7578,28.525,29.5225,27.7051,29.1361,27.2013,26.972,27.8028,28.8803,28.3763,28.5495
Mm00839222_m1,Tnfsf18,Target,28.354,24.9531,25.1603,25.4912,25.437,24.956,25.8296,24.1707,24.7461,25.4338,25.508,25.2027,24.7501,25.6581,26.7717
Mm00437214_m1,Tnfsf4,Target,27.688,27.9357,26.9632,26.5554,24.667,26.08,28.3573,26.0732,26.1512,25.6051,25.915,27.7386,26.2173,27.4388,25.9831
Mm00437153_m1,Tnfsf8,Target,24.858,22.7919,23.7482,22.5678,23.2632,23.46,25.843,21.6981,23.7215,24.0472,23.128,23.6546,22.3264,24.4765,23.333
Mm00437155_m1,Tnfsf9,Target,24.973,23.6503,25.0217,24.5267,23.3928,23.545,26.0613,25.7793,25.5407,24.2622,23.614,23.9099,24.8038,25.5592,23.0368
Mm00445841_m1,Tollip,Target,21.701,19.678,18.9576,18.7616,19.438,19.694,20.8456,19.0512,19.1203,18.946,18.918,19.4755,18.8383,19.1072,18.9607
Mm00496931_m1,Tpst1,Target,23.624,21.7828,21.2363,21.5415,21.7767,22.447,21.5172,21.316,21.1035,21.5628,21.518,21.3552,21.2226,21.4819,21.6909
Mm00451738_m1,Trem1,Target,29.221,25.4287,25.2879,25.2778,23.6691,24.421,25.7069,25.7675,24.5787,24.1965,23.307,24.5308,24.6304,25.0326,23.6781
Mm00446708_m1,Trf,Target,21.628,19.8811,19.3266,19.4638,18.6032,20.427,17.5871,18.444,18.5936,18.7705,18.34,19.2253,18.8896,18.4769,19.0622
Mm00600041_m1,Trip6,Target,24.266,22.8285,22.6288,22.0519,22.8056,22.101,22.693,21.9818,22.2107,22.4196,21.671,22.0441,21.7976,22.2813,22.5983
Mm01731287_m1,Trp53,Target,23.702,22.3032,21.4432,21.6499,21.4336,21.225,22.6954,20.9458,21.539,21.5893,20.98,21.5508,21.4257,21.6263,21.8722
Mm01246302_m1,Trpv1,Target,29.618,31.1532,NA,31.3871,NA,NA,26.9541,26.8129,27.2873,NA,27.263,29.8484,27.6125,27.3141,28.9229
Mm00498739_m1,Tslp,Target,24.667,23.8937,24.1513,24.2888,24.0204,24.59,24.5044,23.4353,24.2328,24.1681,23.647,24.0754,NA,24.4014,25.4945
Mm00442036_m1,Twist1,Target,22.855,21.2693,20.3246,20.7698,20.9358,21.059,21.5174,20.2147,20.6629,20.7976,20.798,20.7174,20.3314,20.7763,21.2869
Mm01185793_m1,Txlna,Target,22.702,21.0831,20.2613,20.3859,20.5755,20.742,21.6053,20.2282,20.5444,20.6291,20.196,20.5293,20.088,20.681,20.6022
Mm01252606_m1,Unc13d,Target,25.459,23.2286,23.1299,22.8965,22.9677,23.135,25.8391,22.1871,23.0465,23.1269,22.815,23.5449,23.1025,23.5875,23.0138
Mm01281449_m1,Vegfa,Target,23.003,21.8058,21.2449,21.1646,21.3908,21.005,19.7783,20.584,21.826,20.776,21.274,22.4211,20.8706,20.1843,19.8464
Mm00442102_m1,Vegfb,Target,23.11,21.5081,19.3507,21.1962,21.5684,21.557,20.3387,20.6305,21.2307,21.7872,20.862,21.5142,21.1821,21.3402,21.7474
Mm00437310_m1,Vegfc,Target,24.383,23.1388,22.587,22.7183,22.1717,22.462,23.9936,22.0927,22.6908,22.9691,22.081,22.6848,22.8222,23.1194,22.9246
Mm00660234_m1,Vip,Target,NA,NA,30.4643,NA,NA,NA,NA,30.1051,NA,NA,NA,NA,NA,NA,29.2906
Mm00496940_m1,Vps45,Target,23.742,21.7597,21.3085,21.2972,21.4302,21.923,22.4799,21.2565,NA,21.7343,21.204,21.4755,21.2225,21.6861,21.5977
Mm00446420_m1,Wnt16,Target,25.732,24.5753,23.7852,23.7276,25.6538,23.726,24.373,23.8192,24.2817,24.6248,25.437,23.9304,23.4923,23.8005,26.3241
Mm00434772_m1,Xcl1,Target,23.973,22.5749,21.8406,22.1827,21.7216,23.519,26.105,21.7473,21.7289,22.1996,22.042,22.6381,22.4535,22.6195,22.111
Mm00442206_s1,Xcr1,Target,25.74,24.3345,23.518,23.8613,23.8402,23.858,25.7032,22.7778,23.2365,23.6942,22.819,24.6539,23.2468,23.5018,23.478
Mm00457144_m1,Zfp36,Target,20.916,19.6849,18.8149,19.223,18.7949,19.067,19.6898,18.7767,18.7867,19.0554,17.912,19.1545,18.7989,19.2155,19.1914
